idEntrada,usuarioOnline, statusSaida ,paginaSaida,avaliacao,dataHoraEntrada,dataHoraSaida,dataHoraErro,tempoAcesso,codigo,erro
706,0,0.4,3,negativa,2021/12/03,2021/12/03,2021/12/03,311,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
669,0,0.4,3,positiva,2021/12/04,2021/12/04,2021/12/04,308,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
204,0,0.6,2,n/ avaliado,2021/12/05,2021/12/05,2021/12/05,305,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
885,0,0.4,3,positiva,2021/12/06,2021/12/06,2021/12/06,305,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
463,0,0.6,2,n/ avaliado,2021/12/07,2021/12/07,2021/12/07,302,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
753,1,0.8,1,n/ avaliado,2021/12/08,2021/12/08,2021/12/08,301,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
584,1,0.8,1,negativa,2021/12/09,2021/12/09,2021/12/09,300,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
385,0,0.6,2,negativa,2021/12/10,2021/12/10,2021/12/10,297,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
779,0,0.4,3,positiva,2021/12/11,2021/12/11,2021/12/11,297,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
886,0,0.2,4,negativa,2021/12/12,2021/12/12,2021/12/12,295,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
132,0,0.2,4,negativa,2021/12/13,2021/12/13,2021/12/13,294,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
930,0,0.4,3,negativa,2021/12/14,2021/12/14,2021/12/14,292,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
720,0,1,0,positiva,2021/12/15,2021/12/15,2021/12/15,288,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
791,0,0.2,4,negativa,2021/12/16,2021/12/16,2021/12/16,287,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
899,0,1,0,negativa,2021/12/17,2021/12/17,2021/12/17,285,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
572,0,0.2,4,positiva,2021/12/18,2021/12/18,2021/12/18,65,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
335,1,0.8,1,n/ avaliado,2021/12/19,2021/12/19,2021/12/19,285,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
479,1,0.8,1,negativa,2021/12/20,2021/12/20,2021/12/20,285,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
140,0,0.6,2,negativa,2021/12/21,2021/12/21,2021/12/21,67,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
12,0,0.6,2,n/ avaliado,2021/12/22,2021/12/22,2021/12/22,283,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
356,0,0.2,4,negativa,2021/12/23,2021/12/23,2021/12/23,280,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
86,0,0.6,2,n/ avaliado,2021/12/24,2021/12/24,2021/12/24,280,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
116,1,0.8,1,positiva,2021/12/25,2021/12/25,2021/12/25,276,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
815,0,0.4,3,negativa,2021/12/26,2021/12/26,2021/12/26,273,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
102,1,0.8,1,negativa,2021/12/27,2021/12/27,2021/12/27,271,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
900,0,0.4,3,negativa,2021/12/28,2021/12/28,2021/12/28,269,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
191,1,0.8,1,negativa,2021/12/29,2021/12/29,2021/12/29,266,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
512,0,1,0,negativa,2021/12/30,2021/12/30,2021/12/30,266,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
814,0,0.2,4,negativa,2021/12/31,2021/12/31,2021/12/31,265,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
496,0,0.2,4,negativa,2022/01/01,2022/01/01,2022/01/01,77,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
290,0,0.4,3,positiva,2022/01/02,2022/01/02,2022/01/02,260,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
117,0,0.6,2,positiva,2022/01/03,2022/01/03,2022/01/03,253,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
932,1,0.8,1,n/ avaliado,2022/01/04,2022/01/04,2022/01/04,79,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
347,0,0.2,4,negativa,2022/01/05,2022/01/05,2022/01/05,252,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
570,0,0.2,4,positiva,2022/01/06,2022/01/06,2022/01/06,250,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
966,0,0.6,2,negativa,2022/01/07,2022/01/07,2022/01/07,248,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
177,1,0.8,1,n/ avaliado,2022/01/08,2022/01/08,2022/01/08,245,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
428,0,0.6,2,n/ avaliado,2022/01/09,2022/01/09,2022/01/09,241,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
602,0,0.4,3,negativa,2022/01/10,2022/01/10,2022/01/10,237,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
603,1,0.8,1,n/ avaliado,2022/01/11,2022/01/11,2022/01/11,236,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
691,0,1,0,positiva,2022/01/12,2022/01/12,2022/01/12,229,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
852,0,0.4,3,negativa,2022/01/13,2022/01/13,2022/01/13,228,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
738,0,0.2,4,negativa,2022/01/14,2022/01/14,2022/01/14,228,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
752,1,0.8,1,negativa,2022/01/15,2022/01/15,2022/01/15,227,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
414,0,0.6,2,negativa,2022/01/16,2022/01/16,2022/01/16,225,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
951,0,0.6,2,positiva,2022/01/17,2022/01/17,2022/01/17,223,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
619,0,0.2,4,positiva,2022/01/18,2022/01/18,2022/01/18,93,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
668,1,0.8,1,n/ avaliado,2022/01/19,2022/01/19,2022/01/19,221,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
444,1,0.8,1,negativa,2022/01/20,2022/01/20,2022/01/20,216,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
42,0,0.6,2,n/ avaliado,2022/01/21,2022/01/21,2022/01/21,215,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
203,0,0.6,2,positiva,2022/01/22,2022/01/22,2022/01/22,208,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
778,0,0.6,2,n/ avaliado,2022/01/23,2022/01/23,2022/01/23,207,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
569,0,0.6,2,positiva,2022/01/24,2022/01/24,2022/01/24,204,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
192,1,0.8,1,negativa,2022/01/25,2022/01/25,2022/01/25,201,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
478,0,1,0,positiva,2022/01/26,2022/01/26,2022/01/26,201,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
464,1,0.8,1,negativa,2022/01/27,2022/01/27,2022/01/27,193,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
353,0,0.6,2,negativa,2022/01/28,2022/01/28,2022/01/28,189,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
276,0,0.4,3,negativa,2022/01/29,2022/01/29,2022/01/29,186,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
617,0,0.2,4,positiva,2022/01/30,2022/01/30,2022/01/30,186,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
596,0,0.2,4,negativa,2022/01/31,2022/01/31,2022/01/31,101,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
370,0,0.6,2,n/ avaliado,2022/02/01,2022/02/01,2022/02/01,185,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
29,1,0.8,1,n/ avaliado,2022/02/02,2022/02/02,2022/02/02,103,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
71,0,0.4,3,negativa,2022/02/03,2022/02/03,2022/02/03,181,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
532,0,0.4,3,negativa,2022/02/04,2022/02/04,2022/02/04,179,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
982,0,0.4,3,negativa,2022/02/05,2022/02/05,2022/02/05,105,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
677,0,0.4,3,negativa,2022/02/06,2022/02/06,2022/02/06,106,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
261,0,0.2,4,n/ avaliado,2022/02/07,2022/02/07,2022/02/07,177,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
146,1,0.8,1,positiva,2022/02/08,2022/02/08,2022/02/08,176,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
550,0,0.6,2,n/ avaliado,2022/02/09,2022/02/09,2022/02/09,173,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
976,0,0.4,3,n/ avaliado,2022/02/10,2022/02/10,2022/02/10,108,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
936,1,0.8,1,negativa,2022/02/11,2022/02/11,2022/02/11,171,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
790,0,0.2,4,negativa,2022/02/12,2022/02/12,2022/02/12,162,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
563,0,0.4,3,positiva,2022/02/13,2022/02/13,2022/02/13,109,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
65,0,0.4,3,negativa,2022/02/14,2022/02/14,2022/02/14,111,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
249,0,0.2,4,n/ avaliado,2022/02/15,2022/02/15,2022/02/15,160,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
631,0,0.4,3,n/ avaliado,2022/02/16,2022/02/16,2022/02/16,159,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
937,0,0.6,2,negativa,2022/02/17,2022/02/17,2022/02/17,158,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
41,1,0.8,1,positiva,2022/02/18,2022/02/18,2022/02/18,157,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
101,0,0.6,2,negativa,2022/02/19,2022/02/19,2022/02/19,155,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
683,0,0.4,3,negativa,2022/02/20,2022/02/20,2022/02/20,153,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
397,1,0.8,1,positiva,2022/02/21,2022/02/21,2022/02/21,147,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
647,0,0.4,3,negativa,2022/02/22,2022/02/22,2022/02/22,140,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
355,0,0.6,2,positiva,2022/02/23,2022/02/23,2022/02/23,133,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
215,0,1,0,negativa,2022/02/24,2022/02/24,2022/02/24,121,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
684,0,0.2,4,positiva,2022/02/25,2022/02/25,2022/02/25,120,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
952,1,0.8,1,n/ avaliado,2022/02/26,2022/02/26,2022/02/26,119,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
585,0,0.4,3,negativa,2022/02/27,2022/02/27,2022/02/27,115,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
721,0,0.6,2,negativa,2022/02/28,2022/02/28,2022/02/28,115,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
162,1,0.8,1,negativa,2022/03/01,2022/03/01,2022/03/01,114,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
989,1,0.8,1,negativa,2022/03/02,2022/03/02,2022/03/02,113,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
494,0,0.4,3,positiva,2022/03/03,2022/03/03,2022/03/03,109,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
176,0,0.6,2,n/ avaliado,2022/03/04,2022/03/04,2022/03/04,108,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
974,1,0.8,1,negativa,2022/03/05,2022/03/05,2022/03/05,108,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
248,0,0.2,4,positiva,2022/03/06,2022/03/06,2022/03/06,77,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
502,1,0.8,1,positiva,2022/03/07,2022/03/07,2022/03/07,121,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
705,1,0.8,1,negativa,2022/03/08,2022/03/08,2022/03/08,76,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
533,0,0.6,2,negativa,2022/03/09,2022/03/09,2022/03/09,70,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
654,0,0.6,2,negativa,2022/03/10,2022/03/10,2022/03/10,66,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
147,1,0.8,1,negativa,2022/03/11,2022/03/11,2022/03/11,65,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
973,0,0.4,3,negativa,2022/03/12,2022/03/12,2022/03/12,60,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
260,0,0.4,3,negativa,2022/03/13,2022/03/13,2022/03/13,56,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
57,1,0.8,1,positiva,2022/03/14,2022/03/14,2022/03/14,54,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
26,0,0.4,3,positiva,2022/03/15,2022/03/15,2022/03/15,38,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
708,0,0.6,2,negativa,2022/03/16,2022/03/16,2022/03/16,131,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
764,0,0.6,2,negativa,2022/03/17,2022/03/17,2022/03/17,37,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
914,0,0.6,2,positiva,2022/03/18,2022/03/18,2022/03/18,26,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
967,0,0.6,2,negativa,2022/03/19,2022/03/19,2022/03/19,18,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
625,0,1,0,negativa,2022/03/20,2022/03/20,2022/03/20,135,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
632,0,0.4,3,n/ avaliado,2022/03/21,2022/03/21,2022/03/21,17,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
867,1,0.8,1,negativa,2022/03/22,2022/03/22,2022/03/22,17,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
119,0,0.6,2,negativa,2022/03/23,2022/03/23,2022/03/23,138,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
990,0,0.6,2,negativa,2022/03/24,2022/03/24,2022/03/24,439,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
692,0,0.4,3,positiva,2022/03/25,2022/03/25,2022/03/25,382,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
916,0,0.2,4,negativa,2022/03/26,2022/03/26,2022/03/26,372,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
292,0,1,0,negativa,2022/03/27,2022/03/27,2022/03/27,367,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
656,0,0.4,3,negativa,2022/03/28,2022/03/28,2022/03/28,141,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
670,1,0.8,1,negativa,2022/03/29,2022/03/29,2022/03/29,361,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
902,0,0.6,2,n/ avaliado,2022/03/30,2022/03/30,2022/03/30,145,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
73,0,0.4,3,n/ avaliado,2022/03/31,2022/03/31,2022/03/31,361,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
552,1,0.8,1,n/ avaliado,2022/04/01,2022/04/01,2022/04/01,146,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
975,1,0.8,1,positiva,2022/04/02,2022/04/02,2022/04/02,358,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
571,0,0.6,2,n/ avaliado,2022/04/03,2022/04/03,2022/04/03,355,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
551,1,0.8,1,negativa,2022/04/04,2022/04/04,2022/04/04,341,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
841,0,0.2,4,positiva,2022/04/05,2022/04/05,2022/04/05,149,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
816,1,0.8,1,positiva,2022/04/06,2022/04/06,2022/04/06,339,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
781,1,0.8,1,negativa,2022/04/07,2022/04/07,2022/04/07,338,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
234,0,1,0,negativa,2022/04/08,2022/04/08,2022/04/08,151,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
148,0,1,0,negativa,2022/04/09,2022/04/09,2022/04/09,323,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
58,0,0.4,3,negativa,2022/04/10,2022/04/10,2022/04/10,310,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
218,0,0.6,2,n/ avaliado,2022/04/11,2022/04/11,2022/04/11,153,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
633,0,0.6,2,positiva,2022/04/12,2022/04/12,2022/04/12,304,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
655,0,0.4,3,positiva,2022/04/13,2022/04/13,2022/04/13,298,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
88,0,0.2,4,positiva,2022/04/14,2022/04/14,2022/04/14,292,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
357,0,0.4,3,n/ avaliado,2022/04/15,2022/04/15,2022/04/15,289,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
13,0,0.4,3,n/ avaliado,2022/04/16,2022/04/16,2022/04/16,288,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
765,0,0.6,2,n/ avaliado,2022/04/17,2022/04/17,2022/04/17,284,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
74,0,1,0,n/ avaliado,2022/04/18,2022/04/18,2022/04/18,155,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
178,0,0.6,2,n/ avaliado,2022/04/19,2022/04/19,2022/04/19,277,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
707,0,0.6,2,n/ avaliado,2022/04/20,2022/04/20,2022/04/20,275,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
805,1,0.8,1,negativa,2022/04/21,2022/04/21,2022/04/21,273,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
754,0,1,0,negativa,2022/04/22,2022/04/22,2022/04/22,266,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
514,0,0.6,2,negativa,2022/04/23,2022/04/23,2022/04/23,265,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
931,0,0.2,4,negativa,2022/04/24,2022/04/24,2022/04/24,263,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
277,0,0.2,4,n/ avaliado,2022/04/25,2022/04/25,2022/04/25,261,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
953,0,0.2,4,positiva,2022/04/26,2022/04/26,2022/04/26,259,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
28,0,0.6,2,negativa,2022/04/27,2022/04/27,2022/04/27,258,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
534,0,0.4,3,positiva,2022/04/28,2022/04/28,2022/04/28,255,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
133,0,0.4,3,negativa,2022/04/29,2022/04/29,2022/04/29,245,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
739,1,0.8,1,n/ avaliado,2022/04/30,2022/04/30,2022/04/30,231,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
586,1,0.8,1,positiva,2022/05/01,2022/05/01,2022/05/01,213,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
480,0,0.4,3,n/ avaliado,2022/05/02,2022/05/02,2022/05/02,213,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
103,0,0.6,2,negativa,2022/05/03,2022/05/03,2022/05/03,210,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
391,0,0.2,4,negativa,2022/05/04,2022/05/04,2022/05/04,162,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
780,0,0.4,3,n/ avaliado,2022/05/05,2022/05/05,2022/05/05,207,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
648,0,1,0,positiva,2022/05/06,2022/05/06,2022/05/06,200,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
205,0,0.6,2,n/ avaliado,2022/05/07,2022/05/07,2022/05/07,190,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
415,1,0.8,1,negativa,2022/05/08,2022/05/08,2022/05/08,190,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
403,0,0.2,4,negativa,2022/05/09,2022/05/09,2022/05/09,164,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
217,1,0.8,1,negativa,2022/05/10,2022/05/10,2022/05/10,187,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
262,0,0.2,4,positiva,2022/05/11,2022/05/11,2022/05/11,181,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
515,0,0.4,3,negativa,2022/05/12,2022/05/12,2022/05/12,166,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
869,0,0.6,2,n/ avaliado,2022/05/13,2022/05/13,2022/05/13,177,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
888,1,0.8,1,negativa,2022/05/14,2022/05/14,2022/05/14,167,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
118,0,0.2,4,positiva,2022/05/15,2022/05/15,2022/05/15,163,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
